Texto,areas
"Coordinador/a Nacional del Proyecto DCI Duties and Responsibilities

Bajo la supervisión de la Dirección Nacional del Proyecto (DNP) en el MINAM, y en coordinación con el Asesor Técnico del Ecosistemas y Cambio Climático del PNUD, el/la Coordinador/a del Proyecto tendrá la responsabilidad de conducir la gestión de su implementación, incluyendo el monitoreo, la incidencia y las comunicaciones.
 
FUNCIONES
1) Planificación del Proyecto- “Preparando el camino para la plena implementación de la fase de ""transformación"" de la Declaración Conjunta de Intención Perú-Noruega-Alemania”
Liderar el equipo técnico de la Unidad de Implementación del Proyecto (UIP), compuesta por especialistas, coordinadores regionales y técnicos de campo.
Junto con el MINAM/PNCB, el SERFOR, el MINAGRI, los gobiernos regionales de Ucayali y San Martín, el PNUD y el equipo del proyecto, en conversación con otros actores nacionales, regionales y locales, elaborar oportunamente los Planes de Trabajo Anual (AWP) y el Presupuesto Anual para la revisión y aprobación del Comité Directivo del Proyecto.
Hacer recomendaciones al Comité Directivo del Proyecto sobre revisiones programáticas y/o presupuestarias.
Definir y conducir conjuntamente con el Comité Directivo del Proyecto la estrategia de ejecución, proponiendo actividades conjuntas y la búsqueda de sinergias programáticas.
Funcionar de secretario técnico del Comité Directivo del Proyecto.
Velar por el óptimo desempeño de los aspectos contractuales y de seguridad, del equipo técnico de la UIP; definiendo objetivos de equipo, tanto como individuales a fin de favorecer  el logro de resultados.
 
2) Coordinación de la Implementación del Proyecto
Coordinar la implementación de acciones del proyecto conforme a los Planes Anuales Trabajo y  Presupuesto, con las contrapartes y otros actores relevantes.
Guiar la ejecución de actividades y guiar el trabajo del equipo técnico de la Unidad de Implementación del Proyecto (UIP)  para garantizar la pertinencia, efectividad y eficiencia.
Con apoyo del personal administrativo del proyecto, garantizar la ejecución eficiente y transparente de los recursos financieros y físicos en concordancia con las disposiciones del gobierno, normas y procedimientos del PNUD, incluyendo el monitoreo del presupuesto, la buena rendición de cuentas, etc.
Proveer insumos técnicos necesarios para los diferentes componentes; incluyendo preparar los términos de referencia para las consultorías externas contratados por el proyecto; supervisar y coordinar su trabajo, y revisar y aprobar sus productos.
Garantizar que el proyecto se implemente con total participación de los actores de la sociedad civil, en particular los representantes de los pueblos indígenas y comunidades nativas, y que existan mecanismos que garanticen que sus intereses se tomen en cuenta, se comuniquen y se reflejen en la implementación del proyecto.
Alertar al Comité Directivo del Proyecto de dificultades en referencia al avance y cumplimiento del plan de trabajo.
Promover la participación coordinada de las instituciones gubernamentales y la sociedad civil a nivel central y local durante la implementación del proyecto.
Elaborar y supervisar la implementación de los manuales operativos para la ejecución del proyecto.
En comunicación con la Dirección Nacional del Proyecto y con el Asesor Técnico del PNUD, garantizar que el proyecto se implemente en concordancia con las políticas y los planes del MINAM, como asociado en la implementación, y el Programa de País del PNUD en Perú.
Apoyar y promover la equidad de género y la inclusión social en las actividades del proyecto así como entre los miembros del equipo y promover la transversalización del enfoque de género en las acciones del proyecto.
Promover los mecanismos de coordinación necesarios para la articulación entre los diferentes actores y entre las diversas actividades, productos y resultados, con especial atención a la coordinación con otros entes competentes (SERFOR, MINAGRI, gobiernos regionales).
Facilitar la resolución de disputas entre socios y resolver los obstáculos para la ejecución a tiempo y con eficiencia para el logro de los resultados.
 
3) Monitoreo y Evaluación (MyE)
Supervisar cercanamente el diseño y desarrollo del sistema de Monitoreo y Evaluación por parte de el/la especialista.
Asegurar la implementación y seguimiento del Plan de Monitoreo y Evaluación del Proyecto.
Coordinar y monitorear convenios con contrapartes que facilitan la ejecución y monitoreo local del Proyecto.
Organizar y apoyar las evaluaciones externas independientes del proyecto.
Coordinar la implementación del Marco de Gestión Social y Ambiental, así como la ejecución de la Evaluación de Impacto Social y Ambiental y las medidas de mitigación correspondientes.
Facilitar y coordinar visitas de campo de los miembros del Comité Directivo del Proyecto.
Facilitar la toma de decisiones sobre acciones correctivas, y su implementación, como resultado de los hallazgos del MyE.
Proveer de actualizaciones regulares sobre los avances del Proyecto solicitadas por el Comité Directivo del Proyecto.
Realizar un seguimiento continuo y periódico de los impactos del proyecto con respecto a los productos previstos en los planes de trabajo anual y los presupuestos, y los impactos previstos en el marco de resultados del proyecto.
 
4) Gestión del Conocimiento
En coordinación con las partes responsables, asegurando una adecuada documentación de los procesos institucionales con miras a generar un inventario sistematizado de las lecciones aprendidas.
Supervisar cercanamente la sistematización y estrategia de comunicaciones del Proyecto.
Identificar y analizar las lecciones aprendidas, y distribuir información sobre las mismas a los socios del Proyecto.
Participar de reuniones, talleres, capacitaciones y eventos organizados por los miembros del Comité Directivo u otras organizaciones colaboradoras.
Apoyar el funcionamiento del Comité Directivo del Proyecto a través de asesoría y apoyo logístico.
Identificar los impactos, los riesgos y su probabilidad de ocurrirse, que podrían afectar el logro de los resultados previstos del proyecto; y definir y aplicar las correspondientes estrategias de mitigación.
Facilitar la construcción de capacidades y el involucramiento de los principales actores en el enfoque del proyecto.
 
INFORMES
Elaborar informes para su revisión por la Dirección Nacional del Proyecto, el Comité Directivo (CD) y el PNUD, de acuerdo al Plan de Monitoreo y Evaluación del proyecto y según sea solicitado por miembros del CD. ","('F', 'P')"
"Analista de Estudio y Mercado - Evaluación de proyectos de inversión del sector Retail real estate (proyectos de CC y evaluación de ampliaciones).
- Valorización de centros comerciales.
- Evaluaciones y valorizaciones mediante la metodología de flujo de caja libre (dominio de TIR, VAN, WACC, Payback, proyecciones, etc).
- Análisis financieros (EEFF e interpretación de indicadores).
- Análisis económico (ingresos por NSE, número de hogares, estadísticas económicas generales).
- Elaboración de presentaciones para Directorio.
- Identificación de la competencia, mapeo general de la industria (Market share, ratios Retail comparables). Equity de empresas comparables, lectura de acontecimientos de la industria.
- Actualización de mercados (ingresos, hogares, variables macro y micro, clasificaciones de riesgo, emisiones de bonos, informes trimestrales, memorias etc).
- Cuantificación del tamaño de mercado (No indispensable).
- Elaboración de isócronas, propuesta de canibalización, depredación de mercado (No indispensable). - Ingles Intermedio.
- Manejo de Excel (macros a nivel básico).
- Dominio de Power Point y Google Earth (usuario).
- Manejo de Earth (usuario).
- Manejo de ArcGis o MapDrive (No indispensable).
- Con 2 años de experiencia en evaluación de proyectos y/o investigación de mercados.","('F', 'P')"
"Analista de Finanzas a.	Revisión, control, seguimiento y aprobación según sea el caso de letras en descuento en coordinación con el área de Logística, brindar soporte en la elaboración de letras, informa de las alertas que afectan el flujo de caja a la Gerencia Financiera.
b.	Revisión de las causas de desviaciones de los principales rubros de ingresos y gastos.
c.	Revisión y análisis de Estados Financieros a las empresas en las cuales Casablanca le presenta el servicio de Planeamiento Financiero. Cálculo y análisis de principales ratios financieros (liquidez, solvencia, gestión y rentabilidad), análisis de tendencias y recomendaciones de ajuste / políticas para generar eficiencia financiera. Elaborar, presentar y hacer seguimiento de Indicadores financieros y de gestión.  
d.	Revisión /preparación, análisis y proyección de flujos de caja, tanto histórico como proyectado. Análisis de ciclo de conversión de caja. Liquidez operativa. Análisis de CxC / CxP.  Definición de flujos de fondos de la empresa para proyectar necesidades de caja y capital de trabajo. Elabora proyección a los EEFF.
e.	Detalle control y seguimiento mensual de las obligaciones bancarias con sus condiciones y características.
f.	Seguimiento y control de los préstamos con sus respectivos cronogramas de pago así como el cálculo prorrateado de los intereses mensuales.
g.	Elabora formatos y requerimientos para líneas de créditos con Instituciones Financieras así como la renovación de las mismas, responde consultas e inquietudes de las Instituciones financieras coordinando con las demás áreas de la empresa.
h.	Detalle, control y seguimiento de las operaciones de cobertura o derivados realizadas con sus condiciones y características.
i.	Elaboración de proyecciones de deuda y gastos financieros para el presupuesto anual.
j.	Elaboración de reportes de gestión de control interno y externo (bancos, accionistas).
k.	Evaluación de proyectos de inversión para la empresa. Análisis Costo/Beneficio.
l.	Coordina y supervisa el proceso de recolección de información.
m.	Elabora proyectos de normas o procedimientos relacionados al área.
n.	Brindar soporte en la elaboración de proyecciones y del plan financiero.
o.	Apoyar en la consolidación, elaboración, análisis de información de las líneas de negocio.                                    
p.	Revisar y analizar la información de proyectos de inversión.
q.	Apoya en las revisiones de auditoria (interna y externa).
r.	Análisis de desviaciones de gastos contra presupuesto.
s.	Análisis de márgenes, costos de ventas por línea de negocio y/o producto. Revisión de la estructura de gastos de las empresas: administrativos, de ventas, financieros y otros. Análisis de contribución marginal y eficiencia operativa. Asignaciones de gastos.
t.	Preparación de informes, reportes y presentaciones por las Gerencias, así como seguimiento a los planes de acciones y recomendaciones realizadas para la empresa.
u.	Otras funciones afines que le asigne la Gerencia de Finanzas. ","('F', 'P')"
"Funcionario de Relación MID-MARKET - Desarrollar permanentemente  gestión  comercial con clientes y no clientes segmentados en mediana empresa, asesorándolos financieramente y ofreciéndoles los diversos productos y servicios del banco, contribuyendo al logro de metas y rentabilidad de la banca.  
- Identificar las necesidades de los clientes actuales y potenciales, proponer y concretar productos y servicios que satisfagan sus necesidades con la finalidad de mantener una óptima captación y colocación de recursos, control de la rentabilidad y seguimiento de la cobranza. (plan de visitas, llamadas, revisión de historial crediticio, pipeline comercial). 
- Evaluación comercial, financiera y crediticia de clientes, elaborando  propuesta  de  créditos  que  maximicen la rentabilidad y disminuyan el riesgo.
- Análisis e interpretación de estados financieros, preparación de memos de reconsideración y/o modificación, riesgos equivalentes, manejo de información para  los Deals Forum necesarios y asistencia a  los Comités de Vigilancia.
- Evaluar el desempeño de clientes que mantengan productos activos y pasivos, desarrollando acciones de venta cruzada y prevención de retiros de fondos con la finalidad de fidelizar a los clientes vinculándolos con productos del banco.
- Efectuar labores de prevención, recuperación y cobranza cuando sea  pertinente, a partir de un adecuado seguimiento a su cartera de clientes con productos activos, asegurando  que los índices de morosidad sean adecuados a la rentabilidad sugerida de la cartera.
- Coordinar con las unidades del Team Coverage, para mejorar la experiencia del cliente, mejorando los tiempos de respuesta y optimizando el manejo general de las carteras. ","('F', 'P')"
"Representante de Servicio al Cliente Entidad bancaria que cuenta con el respaldo del Grupo IF,  tiene 25 años de presencia en Perú, con más de 88 oficinas a nivel nacional, que se encuentra dentro de las mejores empresas para trabajar según la encuesta GPTW, nos encontramos en búsqueda de Representantes de Servicio al Cliente para las exclusivas zonas de Miraflores, San Isidro, La Molina y San Borja.
 
Funciones:

Brindar un servicio personalizado y oportuno dentro de los estándares de calidad de servicio establecidos  para el público desde las ventanillas y ofrecer productos y servicios que posee el banco.
Realizar transacciones financieras.
Cumplir con las normativas de protección de lavado de activos.
Atender a los clientes en base a la política de calidad.
Manejo de caja y cuadre de efectivo diario.
Responsable de verificación de autenticidad de valorados.
Cumplimiento de políticas de seguridad.
Disponibilidad para trabajar en los diferentes distritos de Lima de L-V 8.30 am-6.00pm y S 8.30am-1.00pm. INDISPENSABLE - Mínimo 6 meses de experiencia como cajero de Bancos o tiendas retail como: Representante Financiero, Promotor de Servicios, Asesor Financiero o afines. 
Disponibilidad para laborar de Lunes a Sábado.","('F', 'P')"
"Analista de Estrategia de Canales Diseñar y optimizar estrategias de negociación de cobranzas para los productos de la Banca Minorista y Segmentos de clientes Pyme y Refinanciados.
Hacer seguimiento de la evolucion de los indicadores operativos y de negocio.
Gestionar proyectos de cobranza de distinta complejidad.
Coordinar con areas operativas y de gestión al cliente las estrategias que se estan aplicando.
Hacer seguimiento a implementación de proyectos.
Crear reportes de seguimiento de los productos de refinanciamiento. Experiencia realizando practicas en proyectos, tesorería, finanzas, riesgos o mejora de procesos (Minima de 6 meses).
Experiencia manejando base de datos grandes.
Experiencia en el análisis de la información, proponer estrategias.
Excel Avanzado (Indispensable).
Conocimiento a nivel básico de PLSQL.","('F', 'P')"
"Asesor Corporativo de Inversiones Senior - Identificar y concretar oportunidades de negocio para los productos de Gestión de Activos con la finalidad de contribuir al incremento de la participación de mercado y la rentabilidad de los negocios.
- Responsable de administrar la cartera de clientes corporativos de los fondos mutuos de la SAF: Instituciones Financieras, Corporativo, Institucional, Grandes y Medianas Empresas y Banca Patrimonial de Scotiabank.
- Asegurar el crecimiento en número, tamaño y rentabilidad de los portafolios de clientes de Gestión de Activos.
- Desarrollar la gestión comercial con los clientes que garantice el cumplimiento de las metas establecidas en el plan comercial, con el objetivo de incrementar la participación de mercado de fondos mutuos y portafolios privados de inversión de acuerdo a las necesidades y el perfil de riesgo del cliente.
- Asesorar y capacitar permanentemente a los funcionarios y Gerentes de Relación de las Bancas Corporativa, Empresa e Institucional en lo referente a los productos de gestión de activos.
- Coordinar con los Gerentes Zonales y Gerentes de Agencia, la planificación y ejecución de las capacitaciones, talleres grupales, visitas a agencias/clientes necesarios para el cumplimiento del plan de negocios referente a los productos de inversión de dichas zonas, específicamente en el segmento corporativo y empresas.
- Apoyar en la realización de eventos con la finalidad de fomentar el consumo de los productos de inversión de Gestión de Activos que ofrece el banco a sus clientes. - Bachiller o titulado de las carreras de Administración, Economía o afines.
- Experiencia mínima de 5 años en puestos similares de: Funcionario de Negocios, Funcionario de Banca Corporativa, Institucional o Empresa.
- Conocimiento integral del negocio de Administración de Portafolios de Inversión, Mercado de Capitales, Productos de Fondos Mutuos.
- Dominio del idioma inglés a nivel avanzado.
- Manejo de Microsoft Office a nivel intermedio / avanzado.","('F', 'P')"
"Budget Analyst Gestión y actualización permanente de toda la información de presupuesto: mantener actualizadas las estructuras de cuentas, jerarquías, WBS y realizar la conciliación con la información contable con el fin de verificar que esta se encuentre registrada en las cuentas correctas.

Coordinación constante con Contabilidad y IT: Reconciliación de la contabilidad e información de presupuesto,  revisión de saldos acumulados,  actualización de códigos contables y estructuras (cuentas GL, WBS, etc.).

Preparación del presupuesto anual (CAPEX, OPEX y proyectos): Verificar que la información sea registrada apropiadamente y con exactitud en el sistema BPC, realizar pruebas y asegurarse de que la obtención de la información sea en forma clara y oportuna.

Preparación de forecast: Verificar que la información sea registrada apropiadamente y con exactitud en el sistema BPC, realizar pruebas y asegurarse de que la obtención de la información sea en forma clara y oportuna.

Reportes mensuales: Mantener y ejecutar reportes del sistema BPC con el fin de verificar que la información este procesada de forma oportuna y correcta. ","('F', 'P')"
"Gerente General para Empresa de Seguridad Responsable de la gestión integral de los servicios de seguridad, resguardo, vigilancia y portavalores.
Establecer objetivos, desarrollar planes, diseñar estructuras y establecer procesos de control a nivel operativo, estratégico y financieros respectivamente. 
Alinear las operaciones a los objetivos estratégicos de la empresa y velar por su correcto cumplimiento.
Elaborar presupuestos, revisar estados financieros e implementar indicadores de gestión a presentar al directorio.
Establecer políticas de acuerdo a los lineamientos del directorio.
Poner en marcha las directrices acordadas en la junta de accionistas.
Ejercer responsabilidad jurídica, comercial y administrativa de la organización.
Gestionar y firmar los acuerdos comerciales con nuevos clientes.
Planificar, organizar, dirigir, coordinar y controlar los servicios de seguridad a nivel local y provincial.
Gestionar al personal operativo mediante la asignación de puestos, descansos, vacaciones, retenes, etc.
Gestión integral de la flota de vehículos, armamento, implementos de seguridad, equipos de comunicación, entre otros.
Viajar regularmente para supervisar las operaciones de los clientes ubicadas en el interior del país. Experiencia mínima de 3 años en puestos de jefaturas o gerencias de operaciones en empresas de seguridad o afines y/o  2 años ocupando el puesto de gerente general.
Conocimiento de normativas de empresas de seguridad, de finanzas y operaciones.
Disponibilidad para viajar frecuentemente y trabajar en mina.
Capacidad para trabajar bajo presión y habilidades de liderazgo.","('F', 'P')"
"Oficial de Finanzas-País El oficial de finanzas del país tendrá como objetivo: verificar, ejecutar, consolidar e informar sobre los datos financieros y actividades de soporte en el país, asesorar el manejo de gestión financiera, asegurar la estabilidad y transparencia de las finanzas del país en general, políticas y procedimientos de finanzas y recursos humanos, así como procedimientos, reglamentos y directrices de los donantes.

Descripción de responsabilidades

Responsabilidades financieras:
- Dirigir el proceso presupuestario anual y la previsión periódica en estrecha colaboración con la Dirección de País, los gerentes de proyecto y los Administradores de proyecto.
- Apoyar a los responsables del presupuesto para asegurar el cumplimiento de los procedimientos presupuestarios y las regulaciones de los donantes/corporaciones.
- Asegurar el control, monitoreo y ejecución de todas las actividades financieras relacionadas en el país, incluyendo logística, compras, TIC en el país.
- Ejecutar todas las actividades y verificaciones necesarias para asegurar la asignación completa y correcta de costos, incluyendo la integridad y corrección del tiempo registrado y asegurar que los reportes internos y externos estén alineados con los reglamentos financieros, normas y directrices financieras del SNV y requisitos del donante.
- Comprobar y consolidar los datos financieros del país/presupuesto interno de los proyectos/fondos.
- Garantizar el proceso de cuentas por pagar y por cobrar y asegurar los requisitos relacionados con los impuestos.
- Realizar la conciliación de las administraciones, administrar las cuentas del libro mayor, así como administrar y mantener los niveles de efectivo y liquidez.
- Proporcionar datos y análisis financieros a las partes internas y externas pertinentes como insumos para la toma de decisiones y el manejo, así como para responder las preguntas relacionadas con la administración financiera y los datos sobre la base de solicitudes y procedimientos corporativos.
- Supervisar las prestación de Servicios TIC en el país, basándose en el acuerdo de nivel de servicio con el proveedor de servicios externos y los servicios TIC corporativos.
- Realizar evaluaciones internas de cumplimiento y control, identificar y abordar áreas de riesgo e implementar medidas para minimizar el riesgo de irregularidades, coordinar auditorías basadas en el cumplimiento corporativo y procedimientos de auditoría y en consulta con el Oficial de Finanzas de Campo, equipo de gerencia del país y Administradores de proyectos.
- Analizar las principales inversiones y cuentas de costos, asegurar, supervisar y aprobar la adquisición y mantenimiento de equipos, activos y medios de transporte y los contratos y contratos de arrendamiento pertinentes, así como los arreglos logísticos y de viaje, equilibrando los requerimientos de los usuarios y las necesidades del negocio y presupuesto; Alineados con las directrices y los niveles de autorización de la empresa.

Responsabilidades de gestión:
- Describir con exactitud la situación financiera de SNV / país en el futuro (2-3 años), traduciendo los requisitos del negocio en los requisitos funcionales de finanzas y desarrollar la estrategia de finanzas para el país, equilibrar los intereses del país, regulación relevante, normas y directrices empresariales, teniendo en cuenta la configuración del proyecto con las diferentes regulaciones de los donantes.
- Contribuir al desarrollo de estrategia de país, el manejo y gestión de los proyectos.
- Apoyar a los Gerentes de Proyecto para configurar la gestión de administración finanzas y procedimientos de los Proyectos guiados por el contrato firmado con el donante, conforme con las directrices del Gerente de Proyectos de SNV, normas de gobierno corporativo y procedimientos de donantes de SNV.
- Presentar mensualmente los informes financieros consolidados al Director de País, asesorar al director de País sobre la interpretación del informe consolidado sobre la situación financiera de todos los proyectos y asistir en la discusión con los gestores de proyecto en caso de que la rentabilidad del proyecto de razón.
- Informar regularmente sobre la situación financiera general del país, usando los formatos corporativos de presentación de informes y dentro de las directrices de la unidad de apoyo global financiera para el debate de la administración.
- Analizar e interpretar las tendencias del país/proyectos, el desempeño financiero y el registro del tiempo frente a la planificación, realizar análisis financieros internos y externos de proyectos específicos.
- Dirigir/o participar en proyectos relevantes (corporativos) así como organizar, reclutar, desarrollar y motivar al personal de su propio equipo y dirección funcional de los administradores del proyecto. Requerimientos indispensables:
- Egresado de carreras administración / contabilidad o carreras afines con experiencia profesional mínima de 5 años.
- Experiencia demostrada ejecutando actividades relacionadas a este puesto de trabajo.
- Experiencia demostrada de gestión y monitoreo eficiente y efectivo de equipos.
- Especialización en finanzas y diseño de estrategias financieras.
- Dominio del idioma inglés tanto oral como escrito.
 Dominio y experiencia demostrada con el uso de SAP.
- Proactivo y orientado a resultados.
- Capacidad de organizar y planificar sus actividades de manera eficiente y efectiva.
- Capacidad de trabajar en equipo y bajo alta presión.

Experiencia deseada:
- Experiencia con el uso de SAP By Design.","('F', 'P')"
"Programa Trainee Generación 360° El Banco Financiero te invita a participar de su proceso de selección para formar parte de Generación 360° BF. 

Generación 360° BF es un Programa Trainee que tiene un período de pasantías por cada área del Banco, lo que te permitirá desarrollar una visión integral del negocio agregando valor y ser un futuro líder con alto desempeño. El programa te brinda la oportunidad de desarrollar proyectos de alto impacto y obtener experiencia en una de las entidades financieras de mayor crecimiento en el Perú.

¿Qué ofrece el Programa Trainee Generación 360° BF?

• Visión integral del negocio: pasantía de 5 meses por todas las áreas del banco.

• Apoyo de un mentor: te guiará a lo largo de todo el programa y realizará seguimiento constante de tu aprendizaje. 

• Oportunidad de hacer línea de carrera: Al finalizar el programa, puedes ingresar como contratado a una de las áreas de tu interés.

• Desarrollo de proyectos: lo que te permitirá agregar valor a la organización y obtener reconocimiento. •Interés por laborar en el sector financiero.","('F', 'P')"
"Analista de Financiamiento Estructurado 1. Análisis y coordinación de las operaciones de financiamiento del grupo en Perú (bonos, operaciones de leasing, préstamos, etc.)
2. Apoyo en el diseño y seguimiento de la estrategia financiera del grupo en Perú
3. Realización de análisis financieros estratégicos (valorizaciones, análisis de estados financieros, etc.)
4. Apoyo en el manejo de la relación con inversionistas Finanzas corporativas (deseable)
Mercado de capitales (deseable)
Familiaridad con la plataforma Bloomberg","('F', 'P')"
"Analista de Proyectos Estratégicos •	Implementar metodología de gestión de proyectos
•	Implementar sistema de control de proyectos:
-	Definir indicadores que midan Estado de Avance, Control de Gastos, Riesgos, etc.
-	Tracking de reprogramaciones y rebalanceo de recursos.
•	Verificar que los proyectos que están en ejecución, responden a la estrategia de la empresa.
•	Controlar Indicadores Portafolio de Proyectos de la compañía.
•	Realizar seguimiento al portafolio de proyectos estratégicos, mediante reuniones con los participantes.
•	Elaborar reportes de seguimiento y estatus de proyectos para informar al comité de gerencia el grado de avance.
Identificar riesgos y comunicar de manera oportuna a los líderes de proyectos para poner en práctica planes de mitigación.
Identificar oportunidades de mejora que tengan alto impacto en tiempos y costos durante la ejecución de los proyectos.
Coordinar la planificación, asignación y rebalanceo de recursos para los proyectos.
Liderar el proceso de Planeamiento Estratégico con apoyo del equipo de Planeamiento Corporativo Profesional universitario de las carreras de Administración, Economía o Ingeniería Industrial.
Experiencia profesional mínima de 2 años y de 1 año como analista en áreas de proyectos.
Conocimientos en gestión de proyectos
Conocimiento financiero básico
Con disposición para manejar y/o desarrollar la metodología “Agile Project Management”
MS Office Intermedio/Avanzado 
Inglés Intermedio/Avanzado","('F', 'P')"
"Coordinador de Planificación Financiera Mantener y actualizar periódicamente el modelo financiero.
Realizar el análisis financiero de la compañía.
Realizar seguimiento a la Deuda de la compañía.
Gestionar Clasificación de Riesgo.
Análisis Financiero de la competencia. Mínimo 3 años de experiencia en áreas de Valoración de Empresas, análisis de Modelos Financieros, análisis de inversiones y/o control de gestión.
Experiencia en el sector eléctrico o deseables en empresas de: Fondos de inversión, Bancos (inversiones, renta fija), en Área de Controlling.
Deseable Maestría en Finanzas.","('F', 'P')"
"Gerente de Riesgos Construcción de modelos de riesgo de crédito, con habilidades y conocimientos en el uso y aplicación de técnicas estadísticas y manejo de herramientas predictivas.
Definición de estrategias y políticas crediticias de integración de riesgo de crédito.
Desarrollo de métricas para Capital Económico y Apetito de Riesgos.
Administración de Pricing y Rating de Banca Mayorista y Minorista.
Desarrollo de modelos de gestión de pérdidas esperadas y no esperadas. No menor de 5 años en entidades financieras locales o globales de primer nivel y/o en firmas consultoras que brindan servicios de riesgo crediticio.
Experiencia mínima de 5  años a nivel gerencial y/o directivo, mínimo 10 años de experiencia en la industria financiera en áreas de crédito o de riesgos, con experiencia en la supervisión de proyectos y/o equipos de profesionales.

Conocimiento de Informática:		
Programas estadísticos]
SPSS (Statistical Package for the Social Sciences)
@ Risk
Minitab
Microsoft Office: Access, Excel, 

Deseable: 
Con certificación PRM (Professional Risk Manager), emitido por la PRMIA (Professional Risk Management International Association); o Con certificación CFA (Chartered Financial Analyst), emitido por el CFA Institute 
Maestría en Finanzas o Estadística","('F', 'P')"
"Practicante de Inversiones - Base de Datos 1. Apoyar con la mejora y automatización de los reportes del área.
2. Apoyar con la implementación y desarrollo de modelos de análisis de base de  datos y modelos económicos. Deseable experiencia previa en manejo de base de datos","('F', 'P')"
"Practicante de Negocios Sostenibles -Brindar el soporte administrativo y comercial al proceso de Venta del área de Negocios Sostenibles para el cumplimiento de las metas. Mantener actualizadas las herramientas las de gestión interna para la generación de reportes y análisis de las estadísticas comerciales. Coordinar las reuniones comerciales del equipo y las actividades generales del Gerente de Negocios Sostenibles.
- Soporte administrativo comercial de la atención del proceso de elaboración de propuestas (archivo y manejo de información y documentación confidencial de la empresa).
- Apoyo en la actualización de las herramientas comerciales internas: Master Tool (Base de datos de Ventas), Base de Datos de proyectos de la empresa (Listado con información general de los proyectos desarrollados por la empresa) y otras herramientas que se desarrollen con el fin de tener un control estadístico de las ventas y dar soporte al proceso de ventas
- Apoyo en el desarrollo del material para presentaciones, propuestas y demás.
- Control y seguimiento del proceso de ventas para las estadísticas internas.
- Coordinación de reuniones, viajes y eventos del Gerente del área.
- Responsable del monitoreo de las principales páginas web del estado y cooperaciones para la identificación de potenciales oportunidades de negocios.
- Analizar y realizar reportes de los avances del área respecto a sus metas mensuales, trimestrales y anuales. 
- Trabajar de la mano con los Ejecutivos de Ventas para el cumplimiento de las metas del área.
- Participar en la planificación del área. Conocimiento de Master Tool (Base de datos de Ventas).","('F', 'P')"
"Reclutamiento Practicante R-P N° 071-2016 Dpto. Analisis Sistema Financiero Actualizar cuadros y gráficos así como el informe de evolución del sistema financiero, sobre la base de la información de anexos y reportes remitida por las empresas del sistema financiero.

Apoyar a los analistas del Dpto. en la elaboración de diversos informes que tiene a cargo, tales como el informe de principales variables de la banca múltiple, el reporte de fondeo y el informe referido a un mercado en particular, ya sea de crédito o de depósito. 

Revisar la información base y actualizar la data, tanto de fuente SBS como de fuente externa, que se presenta a nivel geográfico en el Mapa de oportunidades de inclusión financiera. Alumno a partir del 8vo ciclo de Economía o Ingeniería Económica. 
Inglés a nivel intermedio. 
Excel y bases de datos a nivel avanzado. 
Word y Power Point a nivel intermedio. 
Stata o SPSS a nivel básico. 
Dominio de herramientas  estadísticas e informáticas que le permitan el manejo y procesamiento adecuado de bases de datos de gran dimensión. 
Capacidad de análisis, creatividad para el uso de variables e indicadores económicos y financieros.","('F', 'P')"
"Administrador de Obra - Moquegua Objetivo del puesto:
Gestionar los servicios generales, contabilidad, recursos humanos, logística, soporte de TI, contratos de servicios de terceros y el control interno en la obra. También tiene a cargo la administración de las buenas relaciones con las comunidades vecinas así como las gestiones ante las entidades públicas y privadas en el ámbito de ejecución de la obra. 
Funciones: 
Participar en la elaboración del plan de dirección del proyecto, la elaboración del presupuesto de gastos generales de la obra, el flujo de caja proyectado de la obra.
Participar en el comité de obra semanal convocados por el Gerente de Proyecto. 
Realizar el seguimiento de los consumos de materiales y repuestos para ajustar los parámetros de existencias en función a las necesidades de la obra. 
Presentar mensualmente el reporte de conciliación de gastos de obra discriminando entre los producidos por obra y los realizados.
Gestionar las transferencias de caja a obra, cartas fianzas, seguros, entre otros. 
Administrar la caja chica de la obra, entregando fondos, recibiendo y validando sustentos, efectuando las rendiciones de cuenta de acuerdo al origen. 
Realizar la programación de pagos a proveedores y subcontratistas.
Supervisar y entregar los Estados Financieros mensuales al Gerente de Proyecto. 
Aprobar la emisión de cheques, órdenes de compra, conformidad de servicios, valorización de sub contratistas. 
Gestionar los contratos y sub contratos del proyecto. 
Supervisar y revisar la elaboración de la planilla en cuanto a pagos y tareos. 
Supervisar las actividades de capacitación, recreación, bienestar social, servicios médicos, entre otros, para el personal. 
Aprobar las compras locales, en coordinación con el Gerente de Proyecto 
Planificar el desarrollo de los trabajos, en coordinación con SSOMA, a fin de garantizar que se implementen las medidas preventivas y de control establecido en los procedimientos de trabajo y directivas de SSOMA.
Liderar las brigadas de respuesta ante emergencia de la obra. 
Supervisar la operatividad y disponibilidad de todos los servicios generales de la obra y campamentos. Titulado en Administración de Empresas, Ingeniería Industrial, Contabilidad, Economía o afines. 
Diplomado en administración. 
Deseable MBA o Maestría en Logística
Conocimiento de Sistema ERP –ORACLE. 
Mínimo 3 años en proyectos de construcción (no menores a 80 millones de soles)
Dominio de finanzas (flujos de caja, análisis de estados financieros, costos)","('F', 'P')"
